CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,PreferredPaymentMode,Gender,HourSpendOnApp,PreferedOrderCat,SatisfactionScore,MaritalStatus,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder
50020,true,19,Mobile Phone,1,Debit Card,Female,3,Mobile Phone,4,Divorced,true,18,1,4,3
50021,true,0,Mobile Phone,3,Debit Card,Male,3,Laptop & Accessory,3,Divorced,true,18,6,7,7
50022,true,20,Mobile Phone,1,Credit Card,Female,3,Fashion,2,Divorced,false,12,11,15,6
50023,true,10,Mobile Phone,3,E wallet,Male,2,Mobile Phone,3,Single,true,19,0,1,0
50024,true,0,Mobile Phone,3,Debit Card,Female,3,Laptop & Accessory,3,Divorced,true,11,1,2,2
50025,true,14,Computer,1,Debit Card,Male,2,Fashion,2,Single,false,15,0,1,3
50026,true,0,Mobile Phone,1,Credit Card,Female,2,Mobile Phone,5,Single,false,22,1,1,4
50027,false,8,Mobile Phone,3,E wallet,Male,3,Fashion,4,Divorced,false,13,1,1,6
50028,false,10,Mobile Phone,3,E wallet,Male,2,Laptop & Accessory,3,Divorced,true,20,0,4,5
50029,false,18,Mobile Phone,1,Debit Card,Male,2,Laptop & Accessory,4,Married,false,18,1,1,15
50030,false,5,Computer,3,E wallet,Female,2,Fashion,2,Single,false,14,2,3,7
50031,false,2,Computer,1,COD,Male,2,Laptop & Accessory,3,Divorced,false,13,0,1,9
50032,false,0,Mobile Phone,1,Credit Card,Male,2,Laptop & Accessory,3,Divorced,false,17,1,1,0
50033,false,30,Mobile Phone,1,Credit Card,Female,3,Mobile,4,Divorced,true,20,1,1,0
50034,false,13,Mobile Phone,3,E wallet,Male,3,Fashion,2,Divorced,false,11,2,2,11
50035,false,10,Computer,3,E wallet,Female,3,Mobile,3,Divorced,false,18,1,1,2
50036,false,0,Mobile Phone,1,Credit Card,Male,3,Mobile,2,Divorced,false,24,0,2,2
50037,false,10,Computer,1,Credit Card,Male,2,Mobile,4,Married,false,18,0,2,2
50038,false,1,Mobile Phone,1,Credit Card,Male,3,Mobile,2,Divorced,false,11,0,1,2
50039,false,30,Mobile Phone,1,Debit Card,Male,2,Fashion,2,Married,true,16,1,1,4
50040,false,0,Computer,1,Credit Card,Male,3,Mobile,3,Married,true,15,0,1,1
50041,false,23,Mobile Phone,1,Debit Card,Female,2,Others,4,Single,false,16,2,4,4
50042,false,14,Mobile Phone,1,Debit Card,Male,2,Mobile,3,Married,false,12,1,1,8
50043,false,3,Mobile Phone,3,Debit Card,Female,2,Fashion,2,Divorced,false,12,2,7,4
50044,false,11,Mobile Phone,3,Debit Card,Female,2,Laptop & Accessory,2,Single,false,22,1,1,1
50045,false,5,Mobile Phone,1,Debit Card,Male,3,Mobile,3,Single,false,20,0,1,4
50046,false,0,Mobile Phone,1,COD,Male,3,Mobile,4,Divorced,true,16,1,1,1
50047,true,0,Computer,3,COD,Female,3,Mobile,5,Single,false,21,1,1,0
50048,false,10,Computer,1,Credit Card,Male,1,Mobile,4,Single,false,12,4,7,2
50049,false,3,Computer,1,Credit Card,Male,3,Laptop & Accessory,5,Married,false,11,0,6,10
50050,false,18,Mobile Phone,3,Debit Card,Female,1,Laptop & Accessory,5,Married,true,11,0,1,3
50051,false,29,Mobile Phone,1,Debit Card,Female,3,Mobile Phone,5,Married,true,18,1,2,2
50052,false,6,Mobile Phone,1,Debit Card,Male,2,Mobile,2,Single,false,14,0,1,2
50053,true,0,Mobile Phone,1,Debit Card,Male,2,Mobile Phone,2,Single,false,22,0,1,0
50054,false,19,Mobile Phone,3,E wallet,Female,3,Fashion,5,Married,false,25,4,15,7
50055,false,10,Mobile Phone,1,Debit Card,Female,3,Mobile,2,Single,false,12,1,2,1
50056,false,4,Mobile Phone,1,Credit Card,Female,3,Mobile Phone,2,Divorced,true,23,1,1,2
50057,false,10,Mobile Phone,1,Credit Card,Female,3,Mobile,4,Single,false,15,1,1,2
50058,true,4,Mobile Phone,3,E wallet,Female,3,Mobile,4,Single,true,22,0,1,2
50059,false,23,Mobile Phone,1,Credit Card,Male,2,Mobile Phone,3,Divorced,false,15,0,1,2
50060,false,26,Mobile Phone,1,Credit Card,Female,2,Laptop & Accessory,5,Married,false,11,1,1,3
50061,false,6,Mobile Phone,1,Credit Card,Female,3,Mobile,4,Divorced,false,13,0,1,6
50062,false,13,Mobile Phone,1,Credit Card,Female,2,Others,3,Divorced,false,14,2,9,9
50063,false,28,Mobile Phone,1,Credit Card,Male,3,Others,4,Single,false,11,2,2,15
50064,false,7,Computer,1,Debit Card,Male,2,Laptop & Accessory,3,Divorced,false,17,0,1,9
50065,false,24,Mobile Phone,1,Credit Card,Female,3,Grocery,4,Single,false,18,0,3,0
50066,false,25,Mobile Phone,1,Debit Card,Male,3,Others,3,Divorced,false,16,1,11,9
50067,false,10,Mobile Phone,1,Credit Card,Female,2,Mobile,4,Single,false,16,1,1,3
50068,true,0,Mobile Phone,1,Debit Card,Male,2,Laptop & Accessory,3,Divorced,true,13,1,1,1
50069,false,10,Computer,1,Credit Card,Male,2,Mobile,2,Married,false,14,0,2,2
50070,false,18,Computer,1,Credit Card,Male,3,Grocery,2,Divorced,false,23,2,11,8
50071,false,10,Mobile Phone,1,Debit Card,Male,3,Mobile Phone,5,Divorced,true,12,0,1,7
50072,false,8,Computer,1,Credit Card,Female,2,Laptop & Accessory,4,Single,false,11,1,1,2
50073,false,15,Computer,1,Credit Card,Female,2,Laptop & Accessory,3,Married,false,16,0,1,2
50074,false,11,Mobile Phone,1,Debit Card,Male,2,Laptop & Accessory,3,Divorced,false,14,0,1,0
50075,false,11,Mobile Phone,1,COD,Male,2,Laptop & Accessory,2,Divorced,false,18,0,1,7
50076,false,0,Computer,1,COD,Male,2,Laptop & Accessory,5,Divorced,false,19,0,2,0
50077,false,22,Computer,1,Debit Card,Male,3,Laptop & Accessory,2,Married,true,15,0,1,7
50078,false,7,Computer,1,Credit Card,Male,2,Mobile Phone,3,Married,true,17,2,2,0
50079,false,13,Mobile Phone,1,Credit Card,Male,3,Laptop & Accessory,2,Divorced,true,15,1,3,7
50080,true,1,Mobile Phone,1,Credit Card,Male,3,Laptop & Accessory,5,Divorced,true,19,0,1,0
50081,true,0,Mobile Phone,3,E wallet,Female,2,Fashion,2,Divorced,false,22,1,1,9
50082,false,0,Mobile Phone,1,Debit Card,Male,2,Mobile,4,Married,true,16,0,2,2
50083,false,10,Computer,1,Credit Card,Female,3,Mobile,2,Single,false,13,1,1,7
50084,false,13,Computer,1,Debit Card,Male,3,Laptop & Accessory,2,Divorced,false,14,1,1,2
50085,false,19,Mobile Phone,1,Credit Card,Male,3,Fashion,5,Married,false,16,0,1,3
50086,true,0,Mobile Phone,3,Credit Card,Male,2,Fashion,2,Divorced,false,11,7,9,8
50087,false,3,Computer,1,Debit Card,Male,2,Fashion,3,Single,false,22,2,5,8
50088,false,0,Computer,3,Debit Card,Female,2,Laptop & Accessory,3,Single,false,14,1,1,7
50089,false,24,Mobile Phone,1,Debit Card,Male,2,Fashion,4,Divorced,false,16,1,4,5
50090,true,0,Mobile Phone,1,COD,Female,2,Mobile,5,Single,true,11,1,1,4
50091,false,14,Mobile Phone,3,Debit Card,Female,3,Fashion,2,Single,true,18,0,3,0
50092,true,0,Computer,3,E wallet,Female,2,Laptop & Accessory,5,Single,false,15,0,1,1
50093,true,10,Mobile Phone,1,COD,Male,2,Mobile,3,Single,false,14,0,1,5
50094,false,18,Computer,3,Credit Card,Female,2,Fashion,2,Single,false,12,12,12,8
50095,false,27,Mobile Phone,3,E wallet,Female,2,Laptop & Accessory,5,Divorced,false,14,1,1,5
50096,false,9,Mobile Phone,1,Debit Card,Male,3,Laptop & Accessory,4,Single,false,16,0,3,7
50097,false,6,Mobile Phone,1,Credit Card,Female,2,Mobile,4,Divorced,false,21,0,1,1
50098,false,10,Computer,1,UPI,Male,2,Fashion,2,Married,true,14,0,1,5
50099,false,11,Mobile Phone,3,Debit Card,Male,3,Fashion,3,Married,false,12,1,5,13
50100,false,4,Computer,1,Credit Card,Male,2,Laptop & Accessory,3,Divorced,false,12,1,1,4
50101,false,10,Mobile Phone,1,Debit Card,Male,3,Mobile,2,Divorced,false,17,0,1,0
50102,false,10,Computer,3,E wallet,Male,2,Mobile Phone,2,Married,false,17,1,5,8
50103,false,2,Computer,3,Credit Card,Female,2,Fashion,2,Divorced,false,14,4,4,1
50104,false,8,Computer,3,E wallet,Female,3,Fashion,3,Single,false,14,1,1,8
50105,true,0,Mobile Phone,1,Credit Card,Male,2,Mobile,2,Single,true,13,0,1,1
50106,false,25,Mobile Phone,1,Debit Card,Female,2,Mobile,2,Single,false,15,0,2,2
50107,false,15,Mobile Phone,1,COD,Male,2,Others,2,Divorced,false,16,0,11,15
50108,false,10,Mobile Phone,2,Credit Card,Male,2,Mobile,3,Divorced,false,17,2,2,2
50109,false,23,Mobile Phone,3,Credit Card,Female,3,Others,2,Married,false,16,1,1,6
50110,true,0,Mobile Phone,1,Credit Card,Male,2,Mobile,2,Divorced,true,13,0,1,4
50111,false,16,Mobile Phone,3,E wallet,Female,3,Grocery,2,Divorced,true,22,0,3,9
50112,true,0,Mobile Phone,1,Debit Card,Female,3,Mobile,5,Divorced,false,20,1,1,7
50113,false,25,Computer,3,Debit Card,Male,3,Others,3,Single,true,18,2,15,12
50114,false,5,Mobile Phone,3,Debit Card,Female,2,Mobile Phone,4,Divorced,false,11,1,1,2
50115,true,0,Mobile Phone,1,Debit Card,Male,3,Mobile Phone,3,Single,true,14,1,1,2
50116,false,10,Mobile Phone,1,Credit Card,Female,3,Mobile,3,Married,false,14,0,1,2
50117,false,5,Computer,3,E wallet,Male,3,Laptop & Accessory,2,Divorced,false,18,1,2,2
50118,false,14,Mobile Phone,1,Debit Card,Male,3,Laptop & Accessory,5,Married,false,16,1,1,0
50119,false,13,Mobile Phone,1,COD,Male,3,Laptop & Accessory,2,Married,false,17,2,4,7
50120,false,18,Mobile Phone,1,UPI,Male,3,Others,2,Divorced,false,16,1,1,7
50121,false,4,Computer,1,Credit Card,Male,3,Fashion,3,Married,false,12,1,3,2
50122,false,6,Mobile Phone,1,Debit Card,Female,3,Mobile,2,Divorced,false,13,0,1,2
50123,false,7,Mobile Phone,1,Debit Card,Male,2,Laptop & Accessory,5,Divorced,false,13,0,5,9
50124,false,10,Mobile Phone,1,Credit Card,Female,2,Mobile Phone,5,Divorced,false,14,1,1,2
50125,false,18,Computer,1,Debit Card,Male,3,Laptop & Accessory,3,Divorced,false,17,0,1,2
50126,true,0,Computer,1,Credit Card,Male,3,Fashion,3,Married,false,11,1,1,0
50127,false,12,Computer,1,COD,Female,3,Fashion,3,Single,false,25,10,11,5
50128,false,2,Mobile Phone,1,Debit Card,Male,2,Mobile,2,Single,false,19,0,1,5
50129,false,15,Mobile Phone,1,Debit Card,Female,2,Laptop & Accessory,5,Single,true,13,0,1,2
50130,false,2,Mobile Phone,3,E wallet,Male,2,Laptop & Accessory,2,Married,false,14,1,1,2
50131,false,0,Mobile Phone,1,Debit Card,Female,3,Laptop & Accessory,3,Divorced,false,12,1,1,2
50132,false,15,Mobile Phone,1,Credit Card,Female,2,Mobile,5,Married,true,11,4,7,8
50133,false,13,Mobile Phone,1,Credit Card,Male,2,Others,3,Married,false,16,0,3,9
50134,false,24,Mobile Phone,1,Debit Card,Male,3,Mobile,2,Divorced,false,11,1,1,0
50135,true,0,Computer,1,Credit Card,Male,3,Mobile,4,Single,false,11,1,1,4
50136,false,5,Computer,1,Debit Card,Male,3,Mobile,4,Divorced,false,20,0,1,3
50137,false,11,Computer,3,Debit Card,Male,2,Laptop & Accessory,2,Divorced,false,18,6,7,5
50138,false,10,Mobile Phone,1,COD,Male,2,Laptop & Accessory,5,Single,false,13,0,1,4
50139,false,19,Mobile Phone,3,COD,Female,3,Grocery,4,Divorced,true,12,2,7,7
50140,true,0,Mobile Phone,1,Debit Card,Male,3,Mobile,3,Single,false,11,1,1,0
50141,false,2,Mobile Phone,3,Credit Card,Male,3,Laptop & Accessory,4,Divorced,false,19,0,1,0
50142,false,4,Mobile Phone,1,Credit Card,Male,3,Laptop & Accessory,2,Divorced,false,21,1,7,8
50143,false,0,Computer,1,Debit Card,Male,2,Laptop & Accessory,5,Married,false,12,1,1,5
50144,false,18,Mobile Phone,1,Credit Card,Male,3,Grocery,2,Divorced,true,14,0,3,10
50145,false,9,Mobile Phone,1,Debit Card,Male,2,Mobile,2,Divorced,false,11,4,10,11
50146,false,28,Mobile Phone,1,Credit Card,Male,2,Others,5,Single,true,14,2,4,13
50147,true,10,Computer,1,Debit Card,Male,2,Fashion,4,Divorced,true,12,5,9,5
50148,false,10,Mobile Phone,1,Credit Card,Male,3,Mobile,2,Divorced,false,23,1,1,4
50149,false,10,Mobile Phone,3,Credit Card,Male,3,Laptop & Accessory,2,Divorced,false,14,0,1,1
50150,false,0,Mobile Phone,1,Credit Card,Male,3,Mobile,3,Single,false,17,1,1,0
50151,false,10,Computer,1,Credit Card,Female,0,Fashion,2,Married,true,18,0,3,2
50152,false,2,Mobile Phone,1,Debit Card,Female,3,Fashion,4,Married,false,18,5,6,5
50153,false,11,Mobile Phone,3,Credit Card,Female,2,Laptop & Accessory,5,Married,true,24,0,7,7
50154,false,0,Computer,1,Debit Card,Female,2,Laptop & Accessory,4,Married,false,20,0,1,4
50155,false,23,Mobile Phone,1,Debit Card,Male,3,Others,4,Married,false,14,2,1,6
50156,false,26,Mobile Phone,1,Credit Card,Male,2,Grocery,3,Divorced,true,16,2,1,3
50157,false,15,Mobile Phone,3,Debit Card,Male,2,Laptop & Accessory,3,Divorced,false,25,4,11,6
50158,false,2,Computer,3,Debit Card,Male,2,Laptop & Accessory,2,Single,false,18,0,1,9
50159,false,28,Mobile Phone,1,COD,Male,2,Laptop & Accessory,2,Divorced,true,19,1,1,8
50160,false,0,Computer,1,Credit Card,Male,2,Laptop & Accessory,5,Divorced,true,13,2,3,3
50161,false,10,Mobile Phone,1,Debit Card,Female,2,Mobile,2,Single,false,12,1,5,7
50162,true,7,Computer,1,Debit Card,Male,3,Mobile,3,Married,true,22,0,1,0
50163,false,11,Mobile Phone,1,Debit Card,Male,2,Laptop & Accessory,2,Married,false,14,0,1,2
50164,true,0,Mobile Phone,1,Credit Card,Male,2,Mobile,4,Married,true,13,1,1,2
50165,false,1,Mobile Phone,1,Debit Card,Female,3,Mobile,2,Single,false,21,0,1,2
50166,false,22,Computer,1,Debit Card,Female,2,Others,5,Single,true,11,2,1,2
50167,false,9,Mobile Phone,1,COD,Male,1,Laptop & Accessory,4,Single,false,12,6,7,7
50168,false,4,Computer,3,E wallet,Female,3,Mobile,4,Married,false,11,0,2,2
50169,true,0,Mobile Phone,3,E wallet,Male,2,Laptop & Accessory,2,Single,true,12,7,7,4
50170,false,10,Computer,1,Credit Card,Male,2,Mobile,2,Divorced,true,12,0,1,2
50171,false,15,Computer,3,E wallet,Female,3,Grocery,4,Divorced,false,14,2,3,8
50172,true,10,Mobile Phone,1,Debit Card,Male,2,Mobile Phone,3,Single,false,13,0,1,0
50173,false,8,Mobile Phone,3,E wallet,Male,3,Fashion,4,Divorced,false,15,3,6,9
50174,false,9,Computer,1,Debit Card,Male,2,Mobile Phone,2,Divorced,false,18,0,1,0
50175,false,24,Mobile Phone,1,Credit Card,Male,2,Laptop & Accessory,4,Married,false,18,0,1,2
50176,false,14,Mobile Phone,3,Debit Card,Male,2,Grocery,4,Single,false,19,1,3,4
50177,false,0,Mobile Phone,3,Credit Card,Female,3,Mobile Phone,3,Single,false,12,1,1,0
50178,false,1,Mobile Phone,1,Credit Card,Male,3,Laptop & Accessory,5,Single,false,19,0,1,7
50179,false,4,Mobile Phone,3,COD,Male,3,Laptop & Accessory,2,Divorced,false,11,3,7,7
50180,false,12,Mobile Phone,1,Credit Card,Male,2,Fashion,2,Married,false,17,3,3,7
50181,false,9,Computer,1,Debit Card,Female,2,Laptop & Accessory,4,Divorced,false,15,0,1,8
50182,false,5,Mobile Phone,3,Debit Card,Male,3,Laptop & Accessory,3,Divorced,false,14,1,4,8
50183,false,11,Mobile Phone,1,Debit Card,Female,2,Fashion,4,Divorced,false,17,1,1,5
50184,false,30,Computer,1,Debit Card,Male,2,Laptop & Accessory,3,Married,true,13,1,1,2
50185,false,4,Mobile Phone,1,COD,Male,2,Mobile Phone,2,Divorced,true,12,0,1,3
50186,false,4,Mobile Phone,2,UPI,Male,3,Laptop & Accessory,5,Divorced,false,12,0,1,0
50187,false,18,Computer,1,Debit Card,Male,3,Fashion,5,Married,false,18,5,9,11
50188,false,4,Mobile Phone,1,Debit Card,Male,3,Mobile,2,Married,true,18,1,2,2
50189,false,6,Computer,1,Debit Card,Female,3,Fashion,4,Divorced,false,11,2,8,5
50190,false,12,Mobile Phone,1,Credit Card,Male,2,Grocery,5,Divorced,true,14,2,11,10
50191,false,16,Computer,1,Debit Card,Female,2,Mobile,2,Single,false,19,0,1,7
50192,false,22,Mobile Phone,1,COD,Female,2,Grocery,3,Single,true,12,1,3,7
50193,true,15,Mobile Phone,1,Credit Card,Male,2,Laptop & Accessory,4,Divorced,false,15,7,7,7
50194,false,0,Mobile Phone,1,Debit Card,Female,2,Mobile,4,Single,true,12,0,1,2
50195,false,5,Mobile Phone,3,COD,Female,3,Laptop & Accessory,4,Divorced,true,11,6,11,9
50196,false,0,Mobile Phone,3,Debit Card,Male,3,Laptop & Accessory,3,Single,true,11,1,1,4
50197,false,4,Mobile Phone,3,E wallet,Male,3,Laptop & Accessory,2,Married,false,12,0,1,7
50198,false,5,Mobile Phone,1,Credit Card,Female,3,Laptop & Accessory,2,Single,false,16,1,1,7
50199,true,0,Mobile Phone,1,Credit Card,Male,2,Mobile,2,Divorced,true,13,2,2,2
50200,false,3,Mobile Phone,1,Credit Card,Female,3,Laptop & Accessory,2,Divorced,false,13,0,1,9
50201,false,4,Computer,1,Debit Card,Female,2,Fashion,3,Divorced,false,24,3,8,9
50202,false,12,Computer,1,Credit Card,Male,2,Others,2,Divorced,false,16,9,13,3
50203,true,2,Mobile Phone,3,Credit Card,Female,2,Laptop & Accessory,3,Divorced,true,18,1,1,0
50204,false,6,Computer,3,E wallet,Male,2,Laptop & Accessory,2,Single,false,14,1,1,1
50205,false,20,Mobile Phone,1,Debit Card,Male,2,Others,3,Divorced,false,11,2,1,1
50206,false,16,Computer,1,Debit Card,Female,2,Laptop & Accessory,3,Married,false,11,0,1,0
50207,false,0,Computer,3,E wallet,Male,3,Laptop & Accessory,4,Divorced,true,13,0,1,4
50208,false,27,Computer,1,Debit Card,Female,2,Laptop & Accessory,3,Single,false,12,1,1,3
50209,false,16,Mobile Phone,1,Debit Card,Female,2,Fashion,5,Divorced,false,16,1,1,0
50210,false,18,Mobile Phone,1,UPI,Male,3,Laptop & Accessory,2,Divorced,false,14,7,9,8
50211,false,13,Mobile Phone,3,Credit Card,Male,2,Laptop & Accessory,2,Divorced,true,22,1,1,2
50212,true,10,Mobile Phone,1,UPI,Male,3,Mobile,5,Divorced,true,11,1,1,7
50213,false,2,Mobile Phone,1,UPI,Male,1,Mobile Phone,2,Single,false,17,2,2,2
50214,false,3,Mobile Phone,3,E wallet,Female,1,Laptop & Accessory,3,Married,false,13,0,1,2
50215,false,0,Mobile Phone,3,E wallet,Female,2,Laptop & Accessory,4,Divorced,false,18,0,1,7
50216,false,10,Mobile Phone,1,Credit Card,Male,3,Laptop & Accessory,2,Married,false,16,0,1,4
50217,false,11,Mobile Phone,1,Debit Card,Male,3,Fashion,2,Married,true,14,1,2,5
50218,false,4,Mobile Phone,1,Credit Card,Female,2,Fashion,2,Single,true,14,2,4,10
50219,false,2,Mobile Phone,3,E wallet,Female,2,Laptop & Accessory,4,Married,true,14,0,1,7
50220,false,8,Mobile Phone,1,COD,Male,3,Fashion,4,Single,false,13,0,1,13
50221,false,0,Mobile Phone,1,Debit Card,Male,3,Mobile,2,Married,false,12,1,1,2
50222,false,14,Mobile Phone,1,Credit Card,Male,3,Laptop & Accessory,4,Single,true,15,1,1,2
50223,false,20,Computer,3,Credit Card,Male,3,Laptop & Accessory,3,Single,false,19,0,1,0
50224,false,15,Mobile Phone,1,Debit Card,Female,2,Grocery,2,Single,false,14,0,3,0
50225,false,2,Computer,3,Debit Card,Male,3,Laptop & Accessory,3,Divorced,false,14,1,1,2
50226,false,15,Mobile Phone,2,COD,Male,3,Mobile,3,Married,true,11,1,1,0
50227,false,5,Mobile Phone,1,Credit Card,Female,3,Mobile,4,Divorced,false,13,0,1,7
50228,false,21,Mobile Phone,3,Credit Card,Female,3,Fashion,3,Divorced,false,21,0,1,5
50229,false,10,Mobile Phone,1,Credit Card,Male,2,Laptop & Accessory,5,Married,true,13,2,6,7
50230,false,3,Computer,3,COD,Female,2,Laptop & Accessory,3,Divorced,true,12,1,2,2
50231,false,0,Mobile Phone,3,Debit Card,Male,2,Laptop & Accessory,3,Divorced,false,17,2,7,7
50232,false,15,Mobile Phone,1,UPI,Male,3,Laptop & Accessory,2,Single,false,23,0,1,0
50233,true,10,Computer,3,COD,Female,2,Mobile,4,Single,true,11,1,1,2
50234,false,9,Computer,3,Credit Card,Female,2,Laptop & Accessory,2,Single,false,15,1,1,0
50235,false,9,Computer,3,Credit Card,Male,2,Fashion,2,Divorced,false,11,0,1,12
50236,false,30,Mobile Phone,1,Credit Card,Male,2,Laptop & Accessory,3,Divorced,false,11,1,1,2
50237,false,10,Mobile Phone,1,Debit Card,Female,2,Mobile,3,Divorced,true,13,0,1,7
50238,false,0,Computer,3,Credit Card,Male,2,Mobile,2,Single,false,24,0,2,2
50239,true,0,Mobile Phone,3,E wallet,Female,3,Mobile,3,Single,true,13,1,1,0
50240,false,10,Mobile Phone,1,Credit Card,Female,3,Mobile,5,Divorced,false,20,1,1,3
50241,false,19,Computer,1,Credit Card,Female,1,Laptop & Accessory,3,Divorced,false,14,0,1,0
50242,true,4,Computer,3,E wallet,Male,2,Laptop & Accessory,4,Single,false,18,7,7,7
50243,false,23,Mobile Phone,1,COD,Male,3,Fashion,2,Single,false,15,0,1,3
50244,true,3,Mobile Phone,3,E wallet,Male,3,Laptop & Accessory,3,Divorced,true,12,1,1,0
50245,false,4,Mobile Phone,1,Debit Card,Male,2,Mobile,4,Single,true,16,1,2,2
50246,true,0,Mobile Phone,3,Debit Card,Female,3,Mobile,4,Single,false,15,0,1,0
50247,false,10,Mobile Phone,1,Debit Card,Male,2,Mobile,2,Single,false,16,1,1,2
50248,false,8,Mobile Phone,1,Debit Card,Male,3,Laptop & Accessory,4,Single,false,19,1,1,0
50249,false,0,Mobile Phone,1,Credit Card,Male,2,Mobile Phone,4,Married,false,11,0,1,4
50250,false,1,Mobile Phone,3,Debit Card,Male,3,Laptop & Accessory,2,Single,false,16,1,1,7
50251,false,22,Mobile Phone,1,UPI,Male,2,Fashion,3,Single,false,24,1,1,0
50252,false,24,Mobile Phone,3,Debit Card,Female,2,Laptop & Accessory,2,Divorced,false,11,0,1,7
50253,false,9,Mobile Phone,1,Debit Card,Female,3,Mobile,3,Divorced,false,13,1,2,2
50254,true,0,Computer,3,E wallet,Male,3,Laptop & Accessory,2,Single,true,13,1,1,4
50255,false,28,Mobile Phone,1,Debit Card,Female,3,Grocery,2,Single,true,13,2,1,2
50256,false,0,Mobile Phone,3,E wallet,Female,3,Laptop & Accessory,3,Married,true,12,0,1,3
50257,false,3,Mobile Phone,3,COD,Male,3,Mobile,4,Divorced,false,18,1,1,0
50258,true,0,Computer,1,COD,Male,3,Mobile,5,Single,false,22,0,1,4
50259,false,10,Mobile Phone,1,Credit Card,Female,2,Mobile,4,Divorced,false,13,1,1,2
50260,false,9,Mobile Phone,3,Credit Card,Male,3,Fashion,3,Divorced,false,13,9,9,0
50261,true,10,Computer,1,COD,Male,2,Mobile,2,Single,true,23,1,1,0
50262,false,10,Mobile Phone,1,Debit Card,Female,3,Mobile,5,Married,false,12,3,12,17
50263,false,13,Mobile Phone,3,E wallet,Female,2,Laptop & Accessory,4,Married,false,12,0,1,3
50264,false,15,Mobile Phone,1,Debit Card,Female,3,Mobile,5,Married,false,16,1,1,2
50265,false,10,Mobile Phone,1,Debit Card,Male,2,Laptop & Accessory,4,Single,true,12,0,1,1
50266,false,16,Mobile Phone,1,Debit Card,Male,2,Grocery,4,Married,false,11,0,3,9
50267,false,13,Mobile Phone,1,Credit Card,Female,3,Laptop & Accessory,3,Divorced,false,22,1,1,0
50268,false,27,Mobile Phone,1,Credit Card,Male,2,Others,5,Divorced,false,16,1,1,2
50269,false,7,Computer,3,E wallet,Female,3,Laptop & Accessory,3,Divorced,false,15,1,1,2
50270,false,4,Mobile Phone,1,Credit Card,Female,2,Laptop & Accessory,5,Divorced,false,12,3,3,12
50271,false,10,Computer,1,Credit Card,Male,3,Mobile,2,Divorced,false,20,0,1,2
50272,false,16,Mobile Phone,1,UPI,Female,3,Laptop & Accessory,3,Married,true,14,0,1,2
50273,false,0,Mobile Phone,3,Debit Card,Female,2,Laptop & Accessory,2,Single,true,11,0,1,3
50274,false,10,Computer,1,Credit Card,Female,3,Laptop & Accessory,3,Divorced,true,15,3,10,7
50275,false,10,Mobile Phone,1,Debit Card,Male,3,Mobile,5,Divorced,false,12,0,3,2
50276,false,12,Computer,1,Debit Card,Male,2,Others,3,Married,true,14,0,1,6
50277,false,29,Computer,3,Debit Card,Female,2,Grocery,5,Divorced,false,11,2,3,7
50278,false,3,Mobile Phone,3,COD,Female,2,Laptop & Accessory,3,Single,false,11,3,4,4
50279,false,14,Mobile Phone,3,E wallet,Male,2,Fashion,5,Divorced,false,16,1,1,7
